config,pt_min,pt_max,pt_center,y_ee,e_ee,y_eeg,e_eeg,raw_eeg,pol2_eeg,eeg_over_ee,ee_over_eeg,fit_mean,fit_sigma,fit_chi2,fit_ndf
chi2_4,1.6,1.995,1.7975,1772.7200172543526,10.246845105583253,408.0225648916603,3.541486284428863,408.0225648916603,0.0,0.23016751710381156,4.344661716748562,0.13632828012518552,0.009553374705957449,1981.0195313765066,86
chi2_4,2.0,2.495,2.2475,811.8676618039608,3.8037176263063475,222.2457901483649,1.5259278872603148,222.2457901483649,0.0,0.27374632665444176,3.6530170549551526,0.1366814554234329,0.010449888471423894,2375.3709883958218,86
chi2_4,2.5,2.995,2.7475,272.44083942472935,1.1829722917787164,81.03488884909802,0.5261296660862073,81.03488884909802,0.0,0.29744031408876404,3.362019042588738,0.13629998645210303,0.01045666046113081,2712.9221662832583,86
chi2_4,3.0,3.995,3.4975,135.80115812458098,0.44647736692017964,46.59584319589703,0.22337624513782897,46.59584319589703,0.0,0.34311815774907484,2.9144479166016866,0.13671506226601002,0.011079517595053896,2241.9957347646828,86
chi2_4,4.0,4.995,4.4975000000000005,24.49574453011155,0.07710378640207313,9.58225844662229,0.04401027195025314,9.58225844662229,0.0,0.3911805348411941,2.5563644172784974,0.13721342614333654,0.012540460753243499,2836.2137839060138,86
chi2_4,5.0,6.995,5.9975000000000005,8.203202557982877,0.020529130998005313,3.634038393101946,0.013039233037489686,3.634038393101946,0.0,0.4430023966146627,2.2573241310697267,0.137069620197553,0.013586076680506626,3231.4018947353834,86
chi2_4,7.0,9.995,8.497499999999999,1.228708009053662,0.0027414448175650417,0.6023534140813354,0.0019477141244927754,0.6023534140813354,0.0,0.4902331633251594,2.0398456791808774,0.13802885522074196,0.01570466023604478,3421.3639576711794,86
chi2_5,0.6,0.795,0.6975,845.5670875933699,52.36531579169742,94.55879256941586,10.710373420775504,94.55879256941586,0.0,0.11182884712145848,8.942236513570506,0.13276700921019877,0.006004859058231264,286.4467305294755,64
chi2_5,0.8,1.195,0.9975,6704.953282692382,71.75602661733673,1258.8895060750551,19.68535655026841,1258.8895060750551,0.0,0.18775514951381533,5.326085609845915,0.1355776867518094,0.007565157700010343,1628.4685646865669,86
chi2_5,1.2,1.5950000000000002,1.3975,3723.854297220707,26.802860892177854,814.7725798024076,8.461134798542458,814.7725798024076,0.0,0.21879818993200456,4.570421722002215,0.13497259863344999,0.00924757269945768,1568.8077367054127,86
chi2_5,1.6,1.995,1.7975,1772.7200172543526,10.246845105583253,408.0225648916603,3.541486284428863,408.0225648916603,0.0,0.23016751710381156,4.344661716748562,0.13632828012518552,0.009553374705957449,1981.0195313765066,86
chi2_5,2.0,2.495,2.2475,811.8676618039608,3.8037176263063475,222.2457901483649,1.5259278872603148,222.2457901483649,0.0,0.27374632665444176,3.6530170549551526,0.1366814554234329,0.010449888471423894,2375.3709883958218,86
chi2_5,2.5,2.995,2.7475,272.44083942472935,1.1829722917787164,81.03488884909802,0.5261296660862073,81.03488884909802,0.0,0.29744031408876404,3.362019042588738,0.13629998645210303,0.01045666046113081,2712.9221662832583,86
chi2_5,3.0,3.995,3.4975,135.80115812458098,0.44647736692017964,46.59584319589703,0.22337624513782897,46.59584319589703,0.0,0.34311815774907484,2.9144479166016866,0.13671506226601002,0.011079517595053896,2241.9957347646828,86
chi2_5,4.0,4.995,4.4975000000000005,24.49574453011155,0.07710378640207313,9.58225844662229,0.04401027195025314,9.58225844662229,0.0,0.3911805348411941,2.5563644172784974,0.13721342614333654,0.012540460753243499,2836.2137839060138,86
chi2_5,5.0,6.995,5.9975000000000005,8.203202557982877,0.020529130998005313,3.634038393101946,0.013039233037489686,3.634038393101946,0.0,0.4430023966146627,2.2573241310697267,0.137069620197553,0.013586076680506626,3231.4018947353834,86
chi2_5,7.0,9.995,8.497499999999999,1.228708009053662,0.0027414448175650417,0.6023534140813354,0.0019477141244927754,0.6023534140813354,0.0,0.4902331633251594,2.0398456791808774,0.13802885522074196,0.01570466023604478,3421.3639576711794,86
escale099,0.6,0.795,0.6975,845.5670875933699,52.36531579169742,94.55879343793333,10.529207344201415,94.55879343793333,0.0,0.11182884814860049,8.942236431436541,0.13848003851060942,0.015614298108776806,288.1298395595363,65
escale099,0.8,1.195,0.9975,6704.953282692382,71.75602661733673,1249.1116661594297,19.40545432743832,1249.1116661594297,0.0,0.18629684853789874,5.3677773287537285,0.13475913412811028,0.007944596260991645,1455.3150485005995,86
escale099,1.2,1.5950000000000002,1.3975,3723.854297220707,26.802860892177854,811.438581247734,8.537893636807098,811.438581247734,0.0,0.21790288139182834,4.589200443851962,0.13413175424483692,0.009061686727095175,1752.3182218430957,86
escale099,1.6,1.995,1.7975,1772.7200172543526,10.246845105583253,406.1074176529364,3.5309616105172257,406.1074176529364,0.0,0.22908717321414862,4.365150549329137,0.13586921762577756,0.009098446565838034,2405.1052336255884,86
escale099,2.0,2.495,2.2475,811.8676618039608,3.8037176263063475,221.38173263298086,1.5177757363067752,221.38173263298086,0.0,0.2726820429589142,3.6672748566383335,0.13610314766532605,0.010539163117336884,2009.4749318053196,86
escale099,2.5,2.995,2.7475,272.44083942472935,1.1829722917787164,80.79559665047418,0.5235427807802611,80.79559665047418,0.0,0.29656198689255836,3.3719763293948075,0.13565227716191716,0.010375775564360376,2626.199917966931,86
